;Absolute path;Relative path;Class
527;D:\Programming\AP_Lab2\new_dataset_task3\7385.jpg;new_dataset_task3\7385.jpg;bay horse
528;D:\Programming\AP_Lab2\new_dataset_task3\6878.jpg;new_dataset_task3\6878.jpg;bay horse
529;D:\Programming\AP_Lab2\new_dataset_task3\8478.jpg;new_dataset_task3\8478.jpg;bay horse
530;D:\Programming\AP_Lab2\new_dataset_task3\2862.jpg;new_dataset_task3\2862.jpg;bay horse
531;D:\Programming\AP_Lab2\new_dataset_task3\1539.jpg;new_dataset_task3\1539.jpg;bay horse
532;D:\Programming\AP_Lab2\new_dataset_task3\7002.jpg;new_dataset_task3\7002.jpg;bay horse
533;D:\Programming\AP_Lab2\new_dataset_task3\3233.jpg;new_dataset_task3\3233.jpg;bay horse
534;D:\Programming\AP_Lab2\new_dataset_task3\4330.jpg;new_dataset_task3\4330.jpg;bay horse
535;D:\Programming\AP_Lab2\new_dataset_task3\1377.jpg;new_dataset_task3\1377.jpg;bay horse
536;D:\Programming\AP_Lab2\new_dataset_task3\1593.jpg;new_dataset_task3\1593.jpg;bay horse
537;D:\Programming\AP_Lab2\new_dataset_task3\4980.jpg;new_dataset_task3\4980.jpg;bay horse
538;D:\Programming\AP_Lab2\new_dataset_task3\864.jpg;new_dataset_task3\864.jpg;bay horse
539;D:\Programming\AP_Lab2\new_dataset_task3\5491.jpg;new_dataset_task3\5491.jpg;bay horse
540;D:\Programming\AP_Lab2\new_dataset_task3\8047.jpg;new_dataset_task3\8047.jpg;bay horse
541;D:\Programming\AP_Lab2\new_dataset_task3\7134.jpg;new_dataset_task3\7134.jpg;bay horse
542;D:\Programming\AP_Lab2\new_dataset_task3\8212.jpg;new_dataset_task3\8212.jpg;bay horse
543;D:\Programming\AP_Lab2\new_dataset_task3\8286.jpg;new_dataset_task3\8286.jpg;bay horse
544;D:\Programming\AP_Lab2\new_dataset_task3\9057.jpg;new_dataset_task3\9057.jpg;bay horse
545;D:\Programming\AP_Lab2\new_dataset_task3\4479.jpg;new_dataset_task3\4479.jpg;bay horse
546;D:\Programming\AP_Lab2\new_dataset_task3\3327.jpg;new_dataset_task3\3327.jpg;bay horse
547;D:\Programming\AP_Lab2\new_dataset_task3\4590.jpg;new_dataset_task3\4590.jpg;bay horse
548;D:\Programming\AP_Lab2\new_dataset_task3\6421.jpg;new_dataset_task3\6421.jpg;bay horse
549;D:\Programming\AP_Lab2\new_dataset_task3\3572.jpg;new_dataset_task3\3572.jpg;bay horse
550;D:\Programming\AP_Lab2\new_dataset_task3\4105.jpg;new_dataset_task3\4105.jpg;bay horse
551;D:\Programming\AP_Lab2\new_dataset_task3\3544.jpg;new_dataset_task3\3544.jpg;bay horse
552;D:\Programming\AP_Lab2\new_dataset_task3\3344.jpg;new_dataset_task3\3344.jpg;bay horse
553;D:\Programming\AP_Lab2\new_dataset_task3\1952.jpg;new_dataset_task3\1952.jpg;bay horse
554;D:\Programming\AP_Lab2\new_dataset_task3\9020.jpg;new_dataset_task3\9020.jpg;bay horse
555;D:\Programming\AP_Lab2\new_dataset_task3\6907.jpg;new_dataset_task3\6907.jpg;bay horse
556;D:\Programming\AP_Lab2\new_dataset_task3\8757.jpg;new_dataset_task3\8757.jpg;bay horse
557;D:\Programming\AP_Lab2\new_dataset_task3\3656.jpg;new_dataset_task3\3656.jpg;bay horse
558;D:\Programming\AP_Lab2\new_dataset_task3\2946.jpg;new_dataset_task3\2946.jpg;bay horse
559;D:\Programming\AP_Lab2\new_dataset_task3\4895.jpg;new_dataset_task3\4895.jpg;bay horse
560;D:\Programming\AP_Lab2\new_dataset_task3\2170.jpg;new_dataset_task3\2170.jpg;bay horse
561;D:\Programming\AP_Lab2\new_dataset_task3\9103.jpg;new_dataset_task3\9103.jpg;bay horse
562;D:\Programming\AP_Lab2\new_dataset_task3\6022.jpg;new_dataset_task3\6022.jpg;bay horse
563;D:\Programming\AP_Lab2\new_dataset_task3\7604.jpg;new_dataset_task3\7604.jpg;bay horse
564;D:\Programming\AP_Lab2\new_dataset_task3\5053.jpg;new_dataset_task3\5053.jpg;bay horse
565;D:\Programming\AP_Lab2\new_dataset_task3\1436.jpg;new_dataset_task3\1436.jpg;bay horse
566;D:\Programming\AP_Lab2\new_dataset_task3\7750.jpg;new_dataset_task3\7750.jpg;bay horse
567;D:\Programming\AP_Lab2\new_dataset_task3\2553.jpg;new_dataset_task3\2553.jpg;bay horse
568;D:\Programming\AP_Lab2\new_dataset_task3\7937.jpg;new_dataset_task3\7937.jpg;bay horse
569;D:\Programming\AP_Lab2\new_dataset_task3\2393.jpg;new_dataset_task3\2393.jpg;bay horse
570;D:\Programming\AP_Lab2\new_dataset_task3\1741.jpg;new_dataset_task3\1741.jpg;bay horse
571;D:\Programming\AP_Lab2\new_dataset_task3\6545.jpg;new_dataset_task3\6545.jpg;bay horse
572;D:\Programming\AP_Lab2\new_dataset_task3\6397.jpg;new_dataset_task3\6397.jpg;bay horse
573;D:\Programming\AP_Lab2\new_dataset_task3\751.jpg;new_dataset_task3\751.jpg;bay horse
574;D:\Programming\AP_Lab2\new_dataset_task3\2746.jpg;new_dataset_task3\2746.jpg;bay horse
575;D:\Programming\AP_Lab2\new_dataset_task3\7981.jpg;new_dataset_task3\7981.jpg;bay horse
576;D:\Programming\AP_Lab2\new_dataset_task3\4352.jpg;new_dataset_task3\4352.jpg;bay horse
577;D:\Programming\AP_Lab2\new_dataset_task3\2222.jpg;new_dataset_task3\2222.jpg;bay horse
578;D:\Programming\AP_Lab2\new_dataset_task3\4005.jpg;new_dataset_task3\4005.jpg;bay horse
579;D:\Programming\AP_Lab2\new_dataset_task3\7868.jpg;new_dataset_task3\7868.jpg;bay horse
580;D:\Programming\AP_Lab2\new_dataset_task3\3890.jpg;new_dataset_task3\3890.jpg;bay horse
581;D:\Programming\AP_Lab2\new_dataset_task3\526.jpg;new_dataset_task3\526.jpg;bay horse
582;D:\Programming\AP_Lab2\new_dataset_task3\7519.jpg;new_dataset_task3\7519.jpg;bay horse
583;D:\Programming\AP_Lab2\new_dataset_task3\6950.jpg;new_dataset_task3\6950.jpg;bay horse
584;D:\Programming\AP_Lab2\new_dataset_task3\6658.jpg;new_dataset_task3\6658.jpg;bay horse
585;D:\Programming\AP_Lab2\new_dataset_task3\2607.jpg;new_dataset_task3\2607.jpg;bay horse
586;D:\Programming\AP_Lab2\new_dataset_task3\3860.jpg;new_dataset_task3\3860.jpg;bay horse
587;D:\Programming\AP_Lab2\new_dataset_task3\8215.jpg;new_dataset_task3\8215.jpg;bay horse
588;D:\Programming\AP_Lab2\new_dataset_task3\9364.jpg;new_dataset_task3\9364.jpg;bay horse
589;D:\Programming\AP_Lab2\new_dataset_task3\8223.jpg;new_dataset_task3\8223.jpg;bay horse
590;D:\Programming\AP_Lab2\new_dataset_task3\9347.jpg;new_dataset_task3\9347.jpg;bay horse
591;D:\Programming\AP_Lab2\new_dataset_task3\9104.jpg;new_dataset_task3\9104.jpg;bay horse
592;D:\Programming\AP_Lab2\new_dataset_task3\7044.jpg;new_dataset_task3\7044.jpg;bay horse
593;D:\Programming\AP_Lab2\new_dataset_task3\8898.jpg;new_dataset_task3\8898.jpg;bay horse
594;D:\Programming\AP_Lab2\new_dataset_task3\7153.jpg;new_dataset_task3\7153.jpg;bay horse
595;D:\Programming\AP_Lab2\new_dataset_task3\2374.jpg;new_dataset_task3\2374.jpg;bay horse
596;D:\Programming\AP_Lab2\new_dataset_task3\9281.jpg;new_dataset_task3\9281.jpg;bay horse
597;D:\Programming\AP_Lab2\new_dataset_task3\6075.jpg;new_dataset_task3\6075.jpg;bay horse
598;D:\Programming\AP_Lab2\new_dataset_task3\3674.jpg;new_dataset_task3\3674.jpg;bay horse
599;D:\Programming\AP_Lab2\new_dataset_task3\6771.jpg;new_dataset_task3\6771.jpg;bay horse
600;D:\Programming\AP_Lab2\new_dataset_task3\6841.jpg;new_dataset_task3\6841.jpg;bay horse
601;D:\Programming\AP_Lab2\new_dataset_task3\8103.jpg;new_dataset_task3\8103.jpg;bay horse
602;D:\Programming\AP_Lab2\new_dataset_task3\8281.jpg;new_dataset_task3\8281.jpg;bay horse
603;D:\Programming\AP_Lab2\new_dataset_task3\7207.jpg;new_dataset_task3\7207.jpg;bay horse
604;D:\Programming\AP_Lab2\new_dataset_task3\6772.jpg;new_dataset_task3\6772.jpg;bay horse
605;D:\Programming\AP_Lab2\new_dataset_task3\3958.jpg;new_dataset_task3\3958.jpg;bay horse
606;D:\Programming\AP_Lab2\new_dataset_task3\1612.jpg;new_dataset_task3\1612.jpg;bay horse
607;D:\Programming\AP_Lab2\new_dataset_task3\804.jpg;new_dataset_task3\804.jpg;bay horse
608;D:\Programming\AP_Lab2\new_dataset_task3\7518.jpg;new_dataset_task3\7518.jpg;bay horse
609;D:\Programming\AP_Lab2\new_dataset_task3\7213.jpg;new_dataset_task3\7213.jpg;bay horse
610;D:\Programming\AP_Lab2\new_dataset_task3\8335.jpg;new_dataset_task3\8335.jpg;bay horse
611;D:\Programming\AP_Lab2\new_dataset_task3\7450.jpg;new_dataset_task3\7450.jpg;bay horse
612;D:\Programming\AP_Lab2\new_dataset_task3\7043.jpg;new_dataset_task3\7043.jpg;bay horse
613;D:\Programming\AP_Lab2\new_dataset_task3\2932.jpg;new_dataset_task3\2932.jpg;bay horse
614;D:\Programming\AP_Lab2\new_dataset_task3\453.jpg;new_dataset_task3\453.jpg;bay horse
615;D:\Programming\AP_Lab2\new_dataset_task3\2108.jpg;new_dataset_task3\2108.jpg;bay horse
616;D:\Programming\AP_Lab2\new_dataset_task3\3010.jpg;new_dataset_task3\3010.jpg;bay horse
617;D:\Programming\AP_Lab2\new_dataset_task3\6253.jpg;new_dataset_task3\6253.jpg;bay horse
618;D:\Programming\AP_Lab2\new_dataset_task3\2830.jpg;new_dataset_task3\2830.jpg;bay horse
619;D:\Programming\AP_Lab2\new_dataset_task3\8277.jpg;new_dataset_task3\8277.jpg;bay horse
620;D:\Programming\AP_Lab2\new_dataset_task3\9505.jpg;new_dataset_task3\9505.jpg;bay horse
621;D:\Programming\AP_Lab2\new_dataset_task3\778.jpg;new_dataset_task3\778.jpg;bay horse
622;D:\Programming\AP_Lab2\new_dataset_task3\1679.jpg;new_dataset_task3\1679.jpg;bay horse
623;D:\Programming\AP_Lab2\new_dataset_task3\643.jpg;new_dataset_task3\643.jpg;bay horse
624;D:\Programming\AP_Lab2\new_dataset_task3\1454.jpg;new_dataset_task3\1454.jpg;bay horse
625;D:\Programming\AP_Lab2\new_dataset_task3\7945.jpg;new_dataset_task3\7945.jpg;bay horse
626;D:\Programming\AP_Lab2\new_dataset_task3\2636.jpg;new_dataset_task3\2636.jpg;bay horse
627;D:\Programming\AP_Lab2\new_dataset_task3\8025.jpg;new_dataset_task3\8025.jpg;bay horse
628;D:\Programming\AP_Lab2\new_dataset_task3\8306.jpg;new_dataset_task3\8306.jpg;bay horse
629;D:\Programming\AP_Lab2\new_dataset_task3\5628.jpg;new_dataset_task3\5628.jpg;bay horse
630;D:\Programming\AP_Lab2\new_dataset_task3\2027.jpg;new_dataset_task3\2027.jpg;bay horse
631;D:\Programming\AP_Lab2\new_dataset_task3\7599.jpg;new_dataset_task3\7599.jpg;bay horse
632;D:\Programming\AP_Lab2\new_dataset_task3\650.jpg;new_dataset_task3\650.jpg;bay horse
633;D:\Programming\AP_Lab2\new_dataset_task3\8427.jpg;new_dataset_task3\8427.jpg;bay horse
634;D:\Programming\AP_Lab2\new_dataset_task3\7917.jpg;new_dataset_task3\7917.jpg;bay horse
635;D:\Programming\AP_Lab2\new_dataset_task3\9032.jpg;new_dataset_task3\9032.jpg;bay horse
636;D:\Programming\AP_Lab2\new_dataset_task3\7904.jpg;new_dataset_task3\7904.jpg;bay horse
637;D:\Programming\AP_Lab2\new_dataset_task3\5573.jpg;new_dataset_task3\5573.jpg;bay horse
638;D:\Programming\AP_Lab2\new_dataset_task3\8391.jpg;new_dataset_task3\8391.jpg;bay horse
639;D:\Programming\AP_Lab2\new_dataset_task3\5607.jpg;new_dataset_task3\5607.jpg;bay horse
640;D:\Programming\AP_Lab2\new_dataset_task3\7735.jpg;new_dataset_task3\7735.jpg;bay horse
641;D:\Programming\AP_Lab2\new_dataset_task3\5155.jpg;new_dataset_task3\5155.jpg;bay horse
642;D:\Programming\AP_Lab2\new_dataset_task3\18.jpg;new_dataset_task3\18.jpg;bay horse
643;D:\Programming\AP_Lab2\new_dataset_task3\1581.jpg;new_dataset_task3\1581.jpg;bay horse
644;D:\Programming\AP_Lab2\new_dataset_task3\6359.jpg;new_dataset_task3\6359.jpg;bay horse
645;D:\Programming\AP_Lab2\new_dataset_task3\5031.jpg;new_dataset_task3\5031.jpg;bay horse
646;D:\Programming\AP_Lab2\new_dataset_task3\9759.jpg;new_dataset_task3\9759.jpg;bay horse
647;D:\Programming\AP_Lab2\new_dataset_task3\2980.jpg;new_dataset_task3\2980.jpg;bay horse
648;D:\Programming\AP_Lab2\new_dataset_task3\1411.jpg;new_dataset_task3\1411.jpg;bay horse
649;D:\Programming\AP_Lab2\new_dataset_task3\6322.jpg;new_dataset_task3\6322.jpg;bay horse
650;D:\Programming\AP_Lab2\new_dataset_task3\7620.jpg;new_dataset_task3\7620.jpg;bay horse
651;D:\Programming\AP_Lab2\new_dataset_task3\915.jpg;new_dataset_task3\915.jpg;bay horse
652;D:\Programming\AP_Lab2\new_dataset_task3\8969.jpg;new_dataset_task3\8969.jpg;bay horse
653;D:\Programming\AP_Lab2\new_dataset_task3\1916.jpg;new_dataset_task3\1916.jpg;bay horse
654;D:\Programming\AP_Lab2\new_dataset_task3\439.jpg;new_dataset_task3\439.jpg;bay horse
655;D:\Programming\AP_Lab2\new_dataset_task3\9245.jpg;new_dataset_task3\9245.jpg;bay horse
656;D:\Programming\AP_Lab2\new_dataset_task3\3667.jpg;new_dataset_task3\3667.jpg;bay horse
657;D:\Programming\AP_Lab2\new_dataset_task3\447.jpg;new_dataset_task3\447.jpg;bay horse
658;D:\Programming\AP_Lab2\new_dataset_task3\2650.jpg;new_dataset_task3\2650.jpg;bay horse
659;D:\Programming\AP_Lab2\new_dataset_task3\3174.jpg;new_dataset_task3\3174.jpg;bay horse
660;D:\Programming\AP_Lab2\new_dataset_task3\5821.jpg;new_dataset_task3\5821.jpg;bay horse
661;D:\Programming\AP_Lab2\new_dataset_task3\7022.jpg;new_dataset_task3\7022.jpg;bay horse
662;D:\Programming\AP_Lab2\new_dataset_task3\1351.jpg;new_dataset_task3\1351.jpg;bay horse
663;D:\Programming\AP_Lab2\new_dataset_task3\9485.jpg;new_dataset_task3\9485.jpg;bay horse
664;D:\Programming\AP_Lab2\new_dataset_task3\9876.jpg;new_dataset_task3\9876.jpg;bay horse
665;D:\Programming\AP_Lab2\new_dataset_task3\9594.jpg;new_dataset_task3\9594.jpg;bay horse
666;D:\Programming\AP_Lab2\new_dataset_task3\5828.jpg;new_dataset_task3\5828.jpg;bay horse
667;D:\Programming\AP_Lab2\new_dataset_task3\1844.jpg;new_dataset_task3\1844.jpg;bay horse
668;D:\Programming\AP_Lab2\new_dataset_task3\689.jpg;new_dataset_task3\689.jpg;bay horse
669;D:\Programming\AP_Lab2\new_dataset_task3\2828.jpg;new_dataset_task3\2828.jpg;bay horse
670;D:\Programming\AP_Lab2\new_dataset_task3\6238.jpg;new_dataset_task3\6238.jpg;bay horse
671;D:\Programming\AP_Lab2\new_dataset_task3\9702.jpg;new_dataset_task3\9702.jpg;bay horse
672;D:\Programming\AP_Lab2\new_dataset_task3\3648.jpg;new_dataset_task3\3648.jpg;bay horse
673;D:\Programming\AP_Lab2\new_dataset_task3\8359.jpg;new_dataset_task3\8359.jpg;bay horse
674;D:\Programming\AP_Lab2\new_dataset_task3\1848.jpg;new_dataset_task3\1848.jpg;bay horse
675;D:\Programming\AP_Lab2\new_dataset_task3\3334.jpg;new_dataset_task3\3334.jpg;bay horse
676;D:\Programming\AP_Lab2\new_dataset_task3\6039.jpg;new_dataset_task3\6039.jpg;bay horse
677;D:\Programming\AP_Lab2\new_dataset_task3\7540.jpg;new_dataset_task3\7540.jpg;bay horse
678;D:\Programming\AP_Lab2\new_dataset_task3\1465.jpg;new_dataset_task3\1465.jpg;bay horse
679;D:\Programming\AP_Lab2\new_dataset_task3\9464.jpg;new_dataset_task3\9464.jpg;bay horse
680;D:\Programming\AP_Lab2\new_dataset_task3\9127.jpg;new_dataset_task3\9127.jpg;bay horse
681;D:\Programming\AP_Lab2\new_dataset_task3\9374.jpg;new_dataset_task3\9374.jpg;bay horse
682;D:\Programming\AP_Lab2\new_dataset_task3\5814.jpg;new_dataset_task3\5814.jpg;bay horse
683;D:\Programming\AP_Lab2\new_dataset_task3\2137.jpg;new_dataset_task3\2137.jpg;bay horse
684;D:\Programming\AP_Lab2\new_dataset_task3\7936.jpg;new_dataset_task3\7936.jpg;bay horse
685;D:\Programming\AP_Lab2\new_dataset_task3\8879.jpg;new_dataset_task3\8879.jpg;bay horse
686;D:\Programming\AP_Lab2\new_dataset_task3\9694.jpg;new_dataset_task3\9694.jpg;bay horse
687;D:\Programming\AP_Lab2\new_dataset_task3\1647.jpg;new_dataset_task3\1647.jpg;bay horse
688;D:\Programming\AP_Lab2\new_dataset_task3\5741.jpg;new_dataset_task3\5741.jpg;bay horse
689;D:\Programming\AP_Lab2\new_dataset_task3\7309.jpg;new_dataset_task3\7309.jpg;bay horse
690;D:\Programming\AP_Lab2\new_dataset_task3\9922.jpg;new_dataset_task3\9922.jpg;bay horse
691;D:\Programming\AP_Lab2\new_dataset_task3\856.jpg;new_dataset_task3\856.jpg;bay horse
692;D:\Programming\AP_Lab2\new_dataset_task3\6043.jpg;new_dataset_task3\6043.jpg;bay horse
693;D:\Programming\AP_Lab2\new_dataset_task3\8442.jpg;new_dataset_task3\8442.jpg;bay horse
694;D:\Programming\AP_Lab2\new_dataset_task3\3690.jpg;new_dataset_task3\3690.jpg;bay horse
695;D:\Programming\AP_Lab2\new_dataset_task3\9779.jpg;new_dataset_task3\9779.jpg;bay horse
696;D:\Programming\AP_Lab2\new_dataset_task3\4298.jpg;new_dataset_task3\4298.jpg;bay horse
697;D:\Programming\AP_Lab2\new_dataset_task3\5870.jpg;new_dataset_task3\5870.jpg;bay horse
698;D:\Programming\AP_Lab2\new_dataset_task3\4826.jpg;new_dataset_task3\4826.jpg;bay horse
699;D:\Programming\AP_Lab2\new_dataset_task3\4171.jpg;new_dataset_task3\4171.jpg;bay horse
700;D:\Programming\AP_Lab2\new_dataset_task3\9685.jpg;new_dataset_task3\9685.jpg;bay horse
701;D:\Programming\AP_Lab2\new_dataset_task3\6853.jpg;new_dataset_task3\6853.jpg;bay horse
702;D:\Programming\AP_Lab2\new_dataset_task3\6511.jpg;new_dataset_task3\6511.jpg;bay horse
703;D:\Programming\AP_Lab2\new_dataset_task3\9522.jpg;new_dataset_task3\9522.jpg;bay horse
704;D:\Programming\AP_Lab2\new_dataset_task3\8411.jpg;new_dataset_task3\8411.jpg;bay horse
705;D:\Programming\AP_Lab2\new_dataset_task3\2002.jpg;new_dataset_task3\2002.jpg;bay horse
706;D:\Programming\AP_Lab2\new_dataset_task3\9196.jpg;new_dataset_task3\9196.jpg;bay horse
707;D:\Programming\AP_Lab2\new_dataset_task3\8769.jpg;new_dataset_task3\8769.jpg;bay horse
708;D:\Programming\AP_Lab2\new_dataset_task3\1187.jpg;new_dataset_task3\1187.jpg;bay horse
709;D:\Programming\AP_Lab2\new_dataset_task3\7355.jpg;new_dataset_task3\7355.jpg;bay horse
710;D:\Programming\AP_Lab2\new_dataset_task3\3336.jpg;new_dataset_task3\3336.jpg;bay horse
711;D:\Programming\AP_Lab2\new_dataset_task3\782.jpg;new_dataset_task3\782.jpg;bay horse
712;D:\Programming\AP_Lab2\new_dataset_task3\5735.jpg;new_dataset_task3\5735.jpg;bay horse
713;D:\Programming\AP_Lab2\new_dataset_task3\4940.jpg;new_dataset_task3\4940.jpg;bay horse
714;D:\Programming\AP_Lab2\new_dataset_task3\2224.jpg;new_dataset_task3\2224.jpg;bay horse
715;D:\Programming\AP_Lab2\new_dataset_task3\7111.jpg;new_dataset_task3\7111.jpg;bay horse
716;D:\Programming\AP_Lab2\new_dataset_task3\495.jpg;new_dataset_task3\495.jpg;bay horse
717;D:\Programming\AP_Lab2\new_dataset_task3\4777.jpg;new_dataset_task3\4777.jpg;bay horse
718;D:\Programming\AP_Lab2\new_dataset_task3\4211.jpg;new_dataset_task3\4211.jpg;bay horse
719;D:\Programming\AP_Lab2\new_dataset_task3\4420.jpg;new_dataset_task3\4420.jpg;bay horse
720;D:\Programming\AP_Lab2\new_dataset_task3\9318.jpg;new_dataset_task3\9318.jpg;bay horse
721;D:\Programming\AP_Lab2\new_dataset_task3\5558.jpg;new_dataset_task3\5558.jpg;bay horse
722;D:\Programming\AP_Lab2\new_dataset_task3\4217.jpg;new_dataset_task3\4217.jpg;bay horse
723;D:\Programming\AP_Lab2\new_dataset_task3\9877.jpg;new_dataset_task3\9877.jpg;bay horse
724;D:\Programming\AP_Lab2\new_dataset_task3\8817.jpg;new_dataset_task3\8817.jpg;bay horse
725;D:\Programming\AP_Lab2\new_dataset_task3\4310.jpg;new_dataset_task3\4310.jpg;bay horse
726;D:\Programming\AP_Lab2\new_dataset_task3\5635.jpg;new_dataset_task3\5635.jpg;bay horse
727;D:\Programming\AP_Lab2\new_dataset_task3\5305.jpg;new_dataset_task3\5305.jpg;bay horse
728;D:\Programming\AP_Lab2\new_dataset_task3\1042.jpg;new_dataset_task3\1042.jpg;bay horse
729;D:\Programming\AP_Lab2\new_dataset_task3\6861.jpg;new_dataset_task3\6861.jpg;bay horse
730;D:\Programming\AP_Lab2\new_dataset_task3\2095.jpg;new_dataset_task3\2095.jpg;bay horse
731;D:\Programming\AP_Lab2\new_dataset_task3\1798.jpg;new_dataset_task3\1798.jpg;bay horse
732;D:\Programming\AP_Lab2\new_dataset_task3\3612.jpg;new_dataset_task3\3612.jpg;bay horse
733;D:\Programming\AP_Lab2\new_dataset_task3\9078.jpg;new_dataset_task3\9078.jpg;bay horse
734;D:\Programming\AP_Lab2\new_dataset_task3\3410.jpg;new_dataset_task3\3410.jpg;bay horse
735;D:\Programming\AP_Lab2\new_dataset_task3\1888.jpg;new_dataset_task3\1888.jpg;bay horse
736;D:\Programming\AP_Lab2\new_dataset_task3\9064.jpg;new_dataset_task3\9064.jpg;bay horse
737;D:\Programming\AP_Lab2\new_dataset_task3\741.jpg;new_dataset_task3\741.jpg;bay horse
738;D:\Programming\AP_Lab2\new_dataset_task3\3704.jpg;new_dataset_task3\3704.jpg;bay horse
739;D:\Programming\AP_Lab2\new_dataset_task3\904.jpg;new_dataset_task3\904.jpg;bay horse
740;D:\Programming\AP_Lab2\new_dataset_task3\9590.jpg;new_dataset_task3\9590.jpg;bay horse
741;D:\Programming\AP_Lab2\new_dataset_task3\2478.jpg;new_dataset_task3\2478.jpg;bay horse
742;D:\Programming\AP_Lab2\new_dataset_task3\5554.jpg;new_dataset_task3\5554.jpg;bay horse
743;D:\Programming\AP_Lab2\new_dataset_task3\1987.jpg;new_dataset_task3\1987.jpg;bay horse
744;D:\Programming\AP_Lab2\new_dataset_task3\792.jpg;new_dataset_task3\792.jpg;bay horse
745;D:\Programming\AP_Lab2\new_dataset_task3\3830.jpg;new_dataset_task3\3830.jpg;bay horse
746;D:\Programming\AP_Lab2\new_dataset_task3\7865.jpg;new_dataset_task3\7865.jpg;bay horse
747;D:\Programming\AP_Lab2\new_dataset_task3\7877.jpg;new_dataset_task3\7877.jpg;bay horse
748;D:\Programming\AP_Lab2\new_dataset_task3\4702.jpg;new_dataset_task3\4702.jpg;bay horse
749;D:\Programming\AP_Lab2\new_dataset_task3\4185.jpg;new_dataset_task3\4185.jpg;bay horse
750;D:\Programming\AP_Lab2\new_dataset_task3\9844.jpg;new_dataset_task3\9844.jpg;bay horse
751;D:\Programming\AP_Lab2\new_dataset_task3\332.jpg;new_dataset_task3\332.jpg;bay horse
752;D:\Programming\AP_Lab2\new_dataset_task3\4181.jpg;new_dataset_task3\4181.jpg;bay horse
753;D:\Programming\AP_Lab2\new_dataset_task3\2953.jpg;new_dataset_task3\2953.jpg;bay horse
754;D:\Programming\AP_Lab2\new_dataset_task3\891.jpg;new_dataset_task3\891.jpg;bay horse
755;D:\Programming\AP_Lab2\new_dataset_task3\5580.jpg;new_dataset_task3\5580.jpg;bay horse
756;D:\Programming\AP_Lab2\new_dataset_task3\3702.jpg;new_dataset_task3\3702.jpg;bay horse
757;D:\Programming\AP_Lab2\new_dataset_task3\2680.jpg;new_dataset_task3\2680.jpg;bay horse
758;D:\Programming\AP_Lab2\new_dataset_task3\3785.jpg;new_dataset_task3\3785.jpg;bay horse
759;D:\Programming\AP_Lab2\new_dataset_task3\1251.jpg;new_dataset_task3\1251.jpg;bay horse
760;D:\Programming\AP_Lab2\new_dataset_task3\2279.jpg;new_dataset_task3\2279.jpg;bay horse
761;D:\Programming\AP_Lab2\new_dataset_task3\2350.jpg;new_dataset_task3\2350.jpg;bay horse
762;D:\Programming\AP_Lab2\new_dataset_task3\9729.jpg;new_dataset_task3\9729.jpg;bay horse
763;D:\Programming\AP_Lab2\new_dataset_task3\8319.jpg;new_dataset_task3\8319.jpg;bay horse
764;D:\Programming\AP_Lab2\new_dataset_task3\5520.jpg;new_dataset_task3\5520.jpg;bay horse
765;D:\Programming\AP_Lab2\new_dataset_task3\6747.jpg;new_dataset_task3\6747.jpg;bay horse
766;D:\Programming\AP_Lab2\new_dataset_task3\1038.jpg;new_dataset_task3\1038.jpg;bay horse
767;D:\Programming\AP_Lab2\new_dataset_task3\6689.jpg;new_dataset_task3\6689.jpg;bay horse
768;D:\Programming\AP_Lab2\new_dataset_task3\7691.jpg;new_dataset_task3\7691.jpg;bay horse
769;D:\Programming\AP_Lab2\new_dataset_task3\4141.jpg;new_dataset_task3\4141.jpg;bay horse
770;D:\Programming\AP_Lab2\new_dataset_task3\2134.jpg;new_dataset_task3\2134.jpg;bay horse
771;D:\Programming\AP_Lab2\new_dataset_task3\8774.jpg;new_dataset_task3\8774.jpg;bay horse
772;D:\Programming\AP_Lab2\new_dataset_task3\6203.jpg;new_dataset_task3\6203.jpg;bay horse
773;D:\Programming\AP_Lab2\new_dataset_task3\2777.jpg;new_dataset_task3\2777.jpg;bay horse
774;D:\Programming\AP_Lab2\new_dataset_task3\5912.jpg;new_dataset_task3\5912.jpg;bay horse
775;D:\Programming\AP_Lab2\new_dataset_task3\2702.jpg;new_dataset_task3\2702.jpg;bay horse
776;D:\Programming\AP_Lab2\new_dataset_task3\4503.jpg;new_dataset_task3\4503.jpg;bay horse
777;D:\Programming\AP_Lab2\new_dataset_task3\2874.jpg;new_dataset_task3\2874.jpg;bay horse
778;D:\Programming\AP_Lab2\new_dataset_task3\3589.jpg;new_dataset_task3\3589.jpg;bay horse
779;D:\Programming\AP_Lab2\new_dataset_task3\4757.jpg;new_dataset_task3\4757.jpg;bay horse
780;D:\Programming\AP_Lab2\new_dataset_task3\3109.jpg;new_dataset_task3\3109.jpg;bay horse
781;D:\Programming\AP_Lab2\new_dataset_task3\3089.jpg;new_dataset_task3\3089.jpg;bay horse
782;D:\Programming\AP_Lab2\new_dataset_task3\6419.jpg;new_dataset_task3\6419.jpg;bay horse
783;D:\Programming\AP_Lab2\new_dataset_task3\4962.jpg;new_dataset_task3\4962.jpg;bay horse
784;D:\Programming\AP_Lab2\new_dataset_task3\120.jpg;new_dataset_task3\120.jpg;bay horse
785;D:\Programming\AP_Lab2\new_dataset_task3\6451.jpg;new_dataset_task3\6451.jpg;bay horse
